0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	0.461538	0.315068	0.314286	0	0.142857	0.4	0	0.611111	0.364641	0.125	0	0.714286	0	0	0.345	0
0.5	0.315789	0.239583	0.401709	0.25	0.125	0.545455	0.2	0	0.449848	0.2	0.5	0	0.5	0	0.374022	0
0	0.321429	0.435294	0.126866	0	0.0588235	0.153846	0	0.0526316	0.117962	0.230769	0.333333	0.125	0.5	0.5	0.196226	0
0.5	0.3	0.0659341	0.22093	0	0.105263	0	0.375	0.0952381	0.0628141	0.315789	0.666667	-0.142857	0	0	0.118625	0
0.333333	0.166667	0.107843	0.328125	0	0.269231	0.235294	0.2	0.447368	0.177686	-0.117647	-0.5	0.222222	0.666667	0	0.208077	0
0.333333	0	0.139241	0.184713	0	0.257143	0.413793	0.230769	0.22449	0	0.32	0.142857	0	0.454545	0.5	-161.714	1
0.625	0.466667	0.144404	0.142077	0.809524	0.270833	0.395833	0.235294	0.346667	0	0	0.5	0.666667	0.153846	0.6	0.533333	0.172942
0.2	0.343066	0.389868	0.268	0.447368	0.515152	0.454545	0.26087	0.418605	0.296512	0.519231	0	0.129032	0.422222	0.285714	0.444444	0.338539
0.508197	0.365741	0.202109	0.265786	0.24	0.512315	0.443038	0.488889	0.490119	0.403813	0.570248	0.65	0.483333	0.516129	0.695652	0.4	0.375758
0.27381	0.184906	0.311971	0.231377	0.0566038	0.29021	0.0246914	0.1	0.118467	0.179815	0.279762	-0.25	0.417476	0.284615	0.0980392	0.0425532	0.215585
0.106383	0.116667	0.251584	0.169634	0.0535714	0.163743	0.376923	0.0196078	0.265985	0.0869565	0.483077	0.623529	0.162602	0.0714286	0.0727273	0.38961	0.195276
-0.287671	0.130435	0.252874	0.037872	0.0175439	0.0831099	0.16129	-0.133333	-0.203077	0.267933	0.264706	-0.133333	0.0314961	0.230769	-0.0784314	-0.327586	0.159866
0.206522	0.117647	0.0807955	0.107804	0.173913	0.136574	0.134078	0.196429	0.320084	0.112563	0.0675105	0.147727	0.201258	0.0808081	0.310811	0.447619	0.127104
0.313433	0.317627	0.253364	0.265366	0.1375	0.366569	0.171296	0.428571	0.285501	0.217936	0.255887	0.111111	0.212871	0.28	0.244898	0.25	0.25466
0.302083	0.216142	0.215222	0.295294	0.338843	0.161132	0.262799	0.251908	0.166874	0.132685	0.204744	0.321918	0.240602	0.30203	0.342282	0.222222	0.211937
0.244094	0.155889	0.251363	0.188851	0.147887	0.247222	0.00170358	0.206061	0.215054	0.0127047	0.146055	0.219251	0.136364	0.305115	0.203209	0.0425532	0.162345
0.0729927	0.154297	0.0365117	0.189041	0.139394	0.0808511	0.326835	0.0406977	0.216692	0.000846262	0.109212	0	0.112392	0.0643564	0.134259	0.109005	0.104675
0.0486111	0.0492108	0.00104959	0.253884	0.0294118	0.127691	0.0752916	0	0.119353	0.368655	0.105353	0.065	0.0939948	0.0719755	0.13253	0.00471698	0.179164
0.16035	0.117213	0.287397	0.149809	0.0710383	0.168519	0.0958773	0.135678	0.159297	0.111269	0.140876	0.406528	0.198745	0.194821	0.238532	0.339564	0.17364
0.200466	0.145658	0.1188	0.122598	0.085	0.0763968	0.173534	0.087156	0.175701	0.122134	0.138906	0.163772	0.171577	0.154327	0.170051	0.144	0.130506
0.100629	0.137681	0.16669	0.179532	0.0521327	0.186834	0.00237154	0.106557	0.0881977	0.0917466	0.123899	0.0692841	0.145185	0.159509	0.15812	0.102871	0.135696
0.111732	0.152941	0.107585	0.156945	0.124481	0.0714593	0.252806	0.0579151	0.164769	0.14196	0.0786403	0.142574	0.168719	0.12567	0.136531	0.0873362	0.136682
0.167442	0.0953262	0.165627	0.149686	0.0730769	0.107911	0.0407932	0.159091	0.107937	0.129349	0.108951	0.0818182	0.112568	0.0886872	0.0719178	0	0.129554
0.152431	0.122971	0.106187	0.202945	0.0909091	0.157554	0.140283	0.134831	0.155949	0.129003	0.143963	0.220963	0.127741	0.202228	0.187761	0.226351	0.152117
0.0463659	0.0431068	0.112778	0.0554355	0.0272109	0.0584831	0.0629849	0.0273224	0.0814669	0.0791682	0.052091	0.0971867	0.0633929	0.0462274	0.0829082	0.129412	0.0745401
0.0942111	0.0649964	0.0802386	0.102261	0.0546624	0.0470247	0.0519256	0.0985222	0.0727978	0.0784614	0.0596758	0.0566948	0.101124	0.0747296	0.0883721	0.0933333	0.0809459
